ts_micro,frame,wheel
1557077935832,1,0.0
1557077935882,2,0.0
1557077935932,3,0.0
1557077935982,4,0.0
1557077936032,5,0.0
1557077936082,6,0.0
1557077936132,7,0.0
1557077936182,8,0.0
1557077936232,9,0.0
1557077936282,10,0.0
1557077936332,11,0.0
1557077936382,12,0.0
1557077936432,13,0.0
1557077936482,14,0.0
1557077936532,15,0.0
1557077936582,16,0.0
1557077936632,17,0.0
1557077936682,18,0.0
1557077936732,19,0.0
1557077936782,20,0.0
1557077936832,21,0.0
1557077936882,22,0.0
1557077936932,23,0.0
1557077936982,24,0.0
1557077937032,25,0.0
1557077937082,26,0.0
1557077937132,27,0.0
1557077937182,28,0.0
1557077937232,29,0.0
1557077937282,30,0.0
1557077937332,31,0.0
1557077937382,32,0.0
1557077937432,33,0.0
1557077937482,34,0.0
1557077937532,35,0.0
1557077937582,36,0.0
1557077937632,37,0.0
1557077937682,38,0.0
1557077937732,39,0.0
1557077937782,40,0.0
1557077937832,41,0.0
1557077937882,42,0.0
1557077937932,43,0.0
1557077937982,44,-0.523598775598
1557077938032,45,-0.523598775598
1557077938082,46,-0.523598775598
1557077938132,47,-0.523598775598
1557077938182,48,0.0
1557077938232,49,0.0
1557077938282,50,0.0
1557077938332,51,0.0
1557077938382,52,0.0
1557077938432,53,0.0
1557077938482,54,0.0
1557077938532,55,0.0
1557077938582,56,0.523598775598
1557077938632,57,0.523598775598
1557077938682,58,0.523598775598
1557077938732,59,0.523598775598
1557077938782,60,0.0
1557077938832,61,0.0
1557077938882,62,0.0
1557077938932,63,0.0
1557077938982,64,0.0
1557077939032,65,0.0
1557077939082,66,0.0
1557077939132,67,0.0
1557077939182,68,0.0
1557077939232,69,0.0
1557077939282,70,0.0
1557077939332,71,0.0
1557077939382,72,-0.523598775598
1557077939432,73,-0.523598775598
1557077939482,74,-0.523598775598
1557077939532,75,0.0
1557077939582,76,0.0
1557077939632,77,0.0
1557077939682,78,0.523598775598
1557077939732,79,0.523598775598
1557077939782,80,0.523598775598
1557077939832,81,0.523598775598
1557077939882,82,0.523598775598
1557077939932,83,0.523598775598
1557077939982,84,0.523598775598
1557077940032,85,0.0
1557077940082,86,0.0
1557077940132,87,0.0
1557077940182,88,0.0
1557077940232,89,0.0
1557077940282,90,0.0
1557077940332,91,0.0
1557077940382,92,0.0
1557077940432,93,0.0
1557077940482,94,0.0
1557077940532,95,0.0
1557077940582,96,0.0
1557077940632,97,0.0
1557077940682,98,0.0
1557077940732,99,0.0
1557077940782,100,0.0
1557077940832,101,0.0
1557077940882,102,0.0
1557077940932,103,0.0
1557077940982,104,0.0
1557077941032,105,0.0
1557077941082,106,0.0
1557077941132,107,0.0
1557077941182,108,0.0
1557077941232,109,0.0
1557077941282,110,0.0
1557077941332,111,0.0
1557077941382,112,0.0
1557077941432,113,0.0
1557077941482,114,0.0
1557077941532,115,0.0
1557077941582,116,0.0
1557077941632,117,0.0
1557077941682,118,0.0
1557077941732,119,0.0
1557077941782,120,0.0
1557077941832,121,0.0
1557077941882,122,0.0
1557077941932,123,0.0
1557077941982,124,-0.523598775598
1557077942032,125,-0.523598775598
1557077942082,126,-0.523598775598
1557077942132,127,0.0
1557077942182,128,0.0
1557077942232,129,0.0
1557077942282,130,0.0
1557077942332,131,0.0
1557077942382,132,0.0
1557077942432,133,0.0
1557077942482,134,0.0
1557077942532,135,0.0
1557077942582,136,0.0
1557077942632,137,0.0
1557077942682,138,0.523598775598
1557077942732,139,0.523598775598
1557077942782,140,0.523598775598
1557077942832,141,0.523598775598
1557077942882,142,0.523598775598
1557077942932,143,0.0
1557077942982,144,0.0
1557077943032,145,0.0
1557077943082,146,0.0
1557077943132,147,0.0
1557077943182,148,0.0
1557077943232,149,0.0
1557077943282,150,0.0
1557077943332,151,0.0
1557077943382,152,0.0
1557077943432,153,0.0
1557077943482,154,0.0
1557077943532,155,0.0
1557077943582,156,0.0
1557077943632,157,0.0
1557077943682,158,0.0
1557077943732,159,0.0
1557077943782,160,0.0
1557077943832,161,0.0
1557077943882,162,0.0
1557077943932,163,0.0
1557077943982,164,0.0
1557077944032,165,0.0
1557077944082,166,0.0
1557077944132,167,0.0
1557077944182,168,0.0
1557077944232,169,0.0
1557077944282,170,0.0
1557077944332,171,0.0
1557077944382,172,0.0
1557077944432,173,0.0
1557077944482,174,0.0
1557077944532,175,0.0
1557077944582,176,0.0
1557077944632,177,0.0
1557077944682,178,0.0
1557077944732,179,0.0
1557077944782,180,0.0
1557077944832,181,0.0
1557077944882,182,0.0
1557077944932,183,0.0
1557077944982,184,0.523598775598
1557077945032,185,0.523598775598
1557077945082,186,0.523598775598
1557077945132,187,0.0
1557077945182,188,0.0
1557077945232,189,0.0
1557077945282,190,0.0
1557077945332,191,0.0
1557077945382,192,0.0
1557077945432,193,0.0
1557077945482,194,0.0
1557077945532,195,0.0
1557077945582,196,0.0
1557077945632,197,0.0
1557077945682,198,0.0
1557077945732,199,0.0
1557077945782,200,-0.523598775598
1557077945832,201,-0.523598775598
1557077945882,202,-0.523598775598
1557077945932,203,-0.523598775598
1557077945982,204,0.0
1557077946032,205,0.0
1557077946082,206,0.0
1557077946132,207,0.523598775598
1557077946182,208,0.523598775598
1557077946232,209,0.523598775598
1557077946282,210,0.523598775598
