ts_micro,frame,wheel
1557078184926,1,0.0
1557078184976,2,0.0
1557078185026,3,0.0
1557078185076,4,0.0
1557078185126,5,0.0
1557078185176,6,0.0
1557078185226,7,0.0
1557078185276,8,0.0
1557078185326,9,0.0
1557078185376,10,0.0
1557078185426,11,0.0
1557078185476,12,0.0
1557078185526,13,0.0
1557078185576,14,0.0
1557078185626,15,0.523598775598
1557078185676,16,0.523598775598
1557078185726,17,0.523598775598
1557078185776,18,0.523598775598
1557078185826,19,0.523598775598
1557078185876,20,0.0
1557078185926,21,0.0
1557078185976,22,0.0
1557078186026,23,0.0
1557078186076,24,0.0
1557078186126,25,0.0
1557078186176,26,0.0
1557078186226,27,0.0
1557078186276,28,0.0
1557078186326,29,0.0
1557078186376,30,0.0
1557078186426,31,0.0
1557078186476,32,0.0
1557078186526,33,-0.523598775598
1557078186576,34,-0.523598775598
1557078186626,35,-0.523598775598
1557078186676,36,0.0
1557078186726,37,0.0
1557078186776,38,0.0
1557078186826,39,0.0
1557078186876,40,0.0
1557078186926,41,0.0
1557078186976,42,0.0
1557078187026,43,0.0
1557078187076,44,0.0
1557078187126,45,0.0
1557078187176,46,0.0
1557078187226,47,0.0
1557078187276,48,0.0
1557078187326,49,0.0
1557078187376,50,0.0
1557078187426,51,0.0
1557078187476,52,0.0
1557078187526,53,0.0
1557078187576,54,0.0
1557078187626,55,0.523598775598
1557078187676,56,0.523598775598
1557078187726,57,0.523598775598
1557078187776,58,0.523598775598
1557078187826,59,0.0
1557078187876,60,0.0
1557078187926,61,0.0
1557078187976,62,0.0
1557078188026,63,0.0
1557078188076,64,0.0
1557078188126,65,0.0
1557078188176,66,0.0
1557078188226,67,0.0
1557078188276,68,0.0
1557078188326,69,0.0
1557078188376,70,0.0
1557078188426,71,0.0
1557078188476,72,0.0
1557078188526,73,0.0
1557078188576,74,0.0
1557078188626,75,0.0
1557078188676,76,0.0
1557078188726,77,0.0
1557078188776,78,0.0
1557078188826,79,0.0
1557078188876,80,0.0
1557078188926,81,0.0
1557078188976,82,0.0
1557078189026,83,0.0
1557078189076,84,0.0
1557078189126,85,0.0
1557078189176,86,0.0
1557078189226,87,0.0
1557078189276,88,0.0
1557078189326,89,0.0
1557078189376,90,0.0
1557078189426,91,0.0
1557078189476,92,0.0
1557078189526,93,0.0
1557078189576,94,0.0
1557078189626,95,0.0
1557078189676,96,0.0
