ts_micro,frame,wheel
1557076889294,1,0.0
1557076889344,2,0.0
1557076889395,3,0.0
1557076889444,4,0.0
1557076889495,5,0.0
1557076889544,6,0.0
1557076889594,7,0.0
1557076889645,8,0.0
1557076889694,9,0.0
1557076889744,10,0.0
1557076889794,11,0.0
1557076889844,12,0.0
1557076889894,13,0.0
1557076889944,14,0.523598775598
1557076889994,15,0.523598775598
1557076890044,16,0.523598775598
1557076890094,17,0.0
1557076890144,18,0.0
1557076890194,19,0.0
1557076890244,20,0.0
1557076890294,21,0.0
1557076890344,22,0.0
1557076890394,23,0.0
1557076890444,24,0.0
1557076890494,25,0.0
1557076890544,26,0.0
1557076890594,27,0.0
1557076890645,28,0.0
1557076890694,29,0.0
1557076890744,30,0.0
1557076890794,31,0.0
1557076890844,32,0.0
1557076890894,33,-0.523598775598
1557076890945,34,-0.523598775598
1557076890994,35,-0.523598775598
1557076891045,36,0.0
1557076891094,37,0.0
1557076891144,38,0.0
1557076891194,39,0.0
1557076891244,40,0.0
1557076891294,41,0.0
1557076891344,42,0.0
1557076891394,43,0.0
1557076891444,44,0.0
1557076891494,45,0.0
1557076891544,46,0.0
1557076891594,47,0.0
1557076891644,48,0.0
1557076891694,49,0.0
1557076891744,50,0.0
1557076891794,51,0.0
1557076891844,52,0.0
1557076891894,53,0.0
1557076891944,54,0.0
1557076891994,55,0.0
1557076892044,56,0.0
1557076892094,57,0.523598775598
1557076892144,58,0.523598775598
1557076892194,59,0.523598775598
1557076892244,60,0.523598775598
1557076892294,61,0.523598775598
1557076892345,62,0.0
1557076892394,63,0.0
1557076892444,64,0.0
1557076892494,65,0.0
1557076892544,66,0.0
1557076892594,67,0.0
1557076892644,68,0.0
1557076892694,69,0.0
1557076892744,70,0.0
1557076892794,71,0.0
1557076892844,72,0.0
1557076892895,73,0.0
1557076892944,74,0.0
1557076892995,75,0.0
1557076893044,76,0.0
1557076893094,77,0.0
1557076893144,78,0.0
1557076893194,79,0.0
1557076893244,80,0.0
1557076893294,81,0.0
1557076893344,82,0.0
1557076893394,83,0.0
1557076893444,84,0.0
1557076893494,85,0.0
1557076893544,86,0.0
1557076893594,87,0.0
1557076893644,88,0.0
1557076893694,89,0.0
1557076893744,90,0.0
1557076893794,91,0.0
1557076893844,92,0.0
1557076893894,93,0.0
1557076893944,94,0.0
1557076893994,95,0.0
1557076894044,96,0.0
1557076894094,97,0.0
1557076894144,98,0.0
1557076894194,99,0.0
1557076894245,100,0.0
1557076894294,101,0.0
1557076894344,102,0.0
1557076894394,103,0.0
1557076894444,104,0.0
1557076894494,105,0.0
1557076894544,106,-0.523598775598
1557076894594,107,-0.523598775598
1557076894644,108,-0.523598775598
1557076894694,109,0.0
1557076894744,110,0.0
1557076894794,111,0.0
1557076894844,112,0.0
1557076894894,113,0.0
1557076894944,114,0.0
1557076894994,115,0.0
1557076895044,116,0.0
1557076895094,117,0.0
1557076895144,118,0.523598775598
1557076895194,119,0.523598775598
1557076895244,120,0.523598775598
1557076895294,121,0.523598775598
1557076895344,122,0.0
1557076895394,123,0.0
1557076895444,124,0.0
1557076895494,125,0.0
1557076895544,126,0.0
1557076895594,127,0.0
1557076895644,128,0.0
1557076895694,129,0.0
1557076895744,130,0.0
1557076895794,131,0.0
1557076895844,132,0.0
1557076895894,133,0.0
1557076895944,134,0.0
1557076895994,135,0.0
1557076896044,136,0.0
1557076896094,137,0.0
1557076896144,138,0.0
1557076896194,139,0.0
1557076896244,140,0.0
1557076896294,141,0.0
1557076896344,142,0.0
