ts_micro,frame,wheel
1557076745551,1,0.0
1557076745601,2,0.0
1557076745651,3,0.0
1557076745701,4,0.0
1557076745751,5,0.0
1557076745801,6,0.0
1557076745851,7,0.0
1557076745901,8,0.0
1557076745951,9,0.0
1557076746001,10,0.0
1557076746051,11,0.0
1557076746101,12,0.0
1557076746151,13,0.0
1557076746201,14,0.0
1557076746251,15,0.0
1557076746301,16,0.0
1557076746351,17,0.0
1557076746401,18,0.0
1557076746451,19,0.0
1557076746501,20,0.0
1557076746551,21,0.0
1557076746601,22,0.0
1557076746651,23,0.0
1557076746701,24,0.0
1557076746751,25,0.0
1557076746801,26,0.0
1557076746851,27,0.0
1557076746901,28,0.0
1557076746951,29,0.0
1557076747001,30,0.0
1557076747051,31,0.0
1557076747101,32,-0.523598775598
1557076747151,33,-0.523598775598
1557076747201,34,-0.523598775598
1557076747251,35,0.0
1557076747301,36,0.0
1557076747351,37,0.0
1557076747401,38,0.0
1557076747451,39,0.0
1557076747501,40,0.0
1557076747551,41,0.0
1557076747601,42,0.523598775598
1557076747651,43,0.523598775598
1557076747701,44,0.523598775598
1557076747751,45,0.523598775598
1557076747801,46,0.0
1557076747851,47,0.0
1557076747901,48,0.0
1557076747951,49,0.0
1557076748001,50,0.0
1557076748051,51,0.0
1557076748101,52,0.0
1557076748151,53,-0.523598775598
1557076748201,54,-0.523598775598
1557076748251,55,-0.523598775598
1557076748301,56,0.0
1557076748351,57,0.0
1557076748401,58,0.0
1557076748451,59,0.0
1557076748501,60,0.0
1557076748551,61,0.0
1557076748601,62,0.0
1557076748651,63,0.0
1557076748701,64,0.0
1557076748751,65,0.0
1557076748801,66,0.0
1557076748851,67,0.523598775598
1557076748901,68,0.523598775598
1557076748951,69,0.523598775598
1557076749001,70,0.523598775598
1557076749051,71,0.523598775598
1557076749101,72,0.0
1557076749151,73,0.0
1557076749201,74,0.0
1557076749251,75,0.0
1557076749301,76,0.0
1557076749351,77,0.0
1557076749401,78,0.523598775598
1557076749451,79,0.523598775598
1557076749501,80,0.523598775598
1557076749551,81,0.523598775598
1557076749601,82,0.523598775598
1557076749651,83,0.0
1557076749701,84,0.0
1557076749751,85,0.0
1557076749801,86,0.0
1557076749851,87,0.0
1557076749901,88,0.0
1557076749951,89,0.0
1557076750001,90,0.0
1557076750051,91,0.0
1557076750101,92,0.0
1557076750151,93,0.0
1557076750201,94,0.0
1557076750251,95,0.0
1557076750301,96,0.0
1557076750351,97,0.0
1557076750401,98,0.0
1557076750451,99,0.0
1557076750501,100,0.0
1557076750551,101,0.0
1557076750601,102,0.0
1557076750651,103,0.0
1557076750701,104,0.0
1557076750751,105,0.0
1557076750801,106,0.0
1557076750851,107,0.0
1557076750901,108,0.0
1557076750951,109,-0.523598775598
1557076751001,110,-0.523598775598
1557076751051,111,-0.523598775598
1557076751101,112,0.0
1557076751151,113,0.0
1557076751201,114,0.0
1557076751251,115,0.0
1557076751301,116,0.0
1557076751351,117,0.0
1557076751401,118,0.0
1557076751451,119,0.0
1557076751501,120,0.0
1557076751551,121,0.0
1557076751601,122,0.523598775598
1557076751651,123,0.523598775598
1557076751701,124,0.0
1557076751751,125,0.0
1557076751801,126,0.0
1557076751851,127,0.0
1557076751901,128,0.0
1557076751951,129,0.0
1557076752001,130,0.0
1557076752051,131,0.0
1557076752101,132,0.0
1557076752151,133,0.0
1557076752201,134,0.0
1557076752251,135,0.0
1557076752301,136,0.0
1557076752351,137,0.0
1557076752401,138,0.0
1557076752451,139,0.0
1557076752501,140,0.0
1557076752551,141,0.523598775598
1557076752601,142,0.523598775598
1557076752651,143,0.523598775598
1557076752701,144,0.523598775598
1557076752751,145,0.523598775598
1557076752801,146,0.523598775598
1557076752851,147,0.523598775598
1557076752901,148,0.523598775598
1557076752951,149,0.0
1557076753001,150,0.0
1557076753051,151,0.0
1557076753101,152,0.0
1557076753151,153,0.0
1557076753201,154,0.0
1557076753251,155,0.0
