ts_micro,frame,wheel
1557077451095,1,0.0
1557077451145,2,0.0
1557077451195,3,0.0
1557077451245,4,0.0
1557077451295,5,0.0
1557077451345,6,0.0
1557077451395,7,0.0
1557077451445,8,0.0
1557077451495,9,0.0
1557077451545,10,0.0
1557077451595,11,0.0
1557077451645,12,0.0
1557077451695,13,0.0
1557077451745,14,0.0
1557077451795,15,0.0
1557077451845,16,0.0
1557077451895,17,0.0
1557077451945,18,0.0
1557077451995,19,0.0
1557077452045,20,0.0
1557077452095,21,0.0
1557077452145,22,0.0
1557077452195,23,0.0
1557077452245,24,0.0
1557077452295,25,0.0
1557077452345,26,0.0
1557077452395,27,0.0
1557077452445,28,0.0
1557077452495,29,0.0
1557077452545,30,0.0
1557077452595,31,0.0
1557077452645,32,0.0
1557077452695,33,0.0
1557077452745,34,-0.523598775598
1557077452795,35,-0.523598775598
1557077452845,36,-0.523598775598
1557077452895,37,0.0
1557077452945,38,0.0
1557077452995,39,0.0
1557077453045,40,0.0
1557077453095,41,0.0
1557077453145,42,0.0
1557077453195,43,0.0
1557077453245,44,0.0
1557077453295,45,0.0
1557077453345,46,0.0
1557077453395,47,0.0
1557077453445,48,0.0
1557077453495,49,0.0
1557077453545,50,0.0
1557077453595,51,0.0
1557077453645,52,0.0
1557077453695,53,0.0
1557077453745,54,0.0
1557077453795,55,0.523598775598
1557077453845,56,0.523598775598
1557077453895,57,0.523598775598
1557077453945,58,0.0
1557077453995,59,0.0
1557077454045,60,0.0
1557077454095,61,0.0
1557077454145,62,0.0
1557077454195,63,0.0
1557077454245,64,0.0
1557077454295,65,0.0
1557077454345,66,0.0
1557077454395,67,0.0
1557077454445,68,0.0
1557077454495,69,0.0
1557077454545,70,0.0
1557077454595,71,0.0
1557077454645,72,0.0
1557077454695,73,0.0
1557077454745,74,0.0
1557077454796,75,0.0
1557077454846,76,0.0
1557077454896,77,0.523598775598
1557077454946,78,0.523598775598
1557077454996,79,0.523598775598
1557077455046,80,0.523598775598
1557077455096,81,0.523598775598
1557077455146,82,0.0
1557077455196,83,0.0
1557077455246,84,0.0
1557077455296,85,0.0
1557077455346,86,0.0
1557077455396,87,0.0
1557077455446,88,0.0
1557077455496,89,0.0
1557077455546,90,0.0
1557077455596,91,0.0
1557077455645,92,0.0
1557077455696,93,0.0
1557077455746,94,0.0
1557077455796,95,0.0
1557077455845,96,0.0
1557077455896,97,0.0
1557077455946,98,0.0
1557077455996,99,0.0
1557077456045,100,0.0
1557077456096,101,0.0
1557077456145,102,0.0
1557077456196,103,-0.523598775598
1557077456246,104,-0.523598775598
1557077456296,105,-0.523598775598
1557077456346,106,0.0
1557077456396,107,0.0
1557077456446,108,0.0
1557077456496,109,0.0
1557077456546,110,0.0
1557077456595,111,0.0
1557077456645,112,0.0
1557077456696,113,0.0
1557077456746,114,0.0
1557077456796,115,0.0
1557077456846,116,0.0
1557077456896,117,0.0
1557077456946,118,0.0
1557077456996,119,0.523598775598
1557077457046,120,0.523598775598
1557077457096,121,0.523598775598
1557077457146,122,0.523598775598
1557077457196,123,0.0
1557077457245,124,0.0
1557077457295,125,0.0
1557077457345,126,0.0
1557077457395,127,0.0
1557077457445,128,0.0
1557077457495,129,0.0
1557077457545,130,0.0
1557077457595,131,0.0
1557077457645,132,0.0
1557077457695,133,0.0
1557077457745,134,0.0
1557077457795,135,0.0
1557077457845,136,0.0
1557077457895,137,0.0
1557077457945,138,0.0
1557077457995,139,0.0
1557077458045,140,0.0
1557077458095,141,0.0
1557077458145,142,0.0
1557077458195,143,0.0
1557077458245,144,0.523598775598
1557077458295,145,0.523598775598
1557077458345,146,0.523598775598
1557077458395,147,0.523598775598
1557077458445,148,0.0
1557077458495,149,0.0
1557077458545,150,0.0
1557077458595,151,0.0
1557077458645,152,0.0
1557077458695,153,0.0
1557077458745,154,0.0
1557077458795,155,0.0
1557077458845,156,0.0
1557077458895,157,0.0
1557077458945,158,0.0
1557077458995,159,0.0
1557077459045,160,0.0
1557077459095,161,0.0
1557077459145,162,0.0
1557077459195,163,0.0
1557077459245,164,0.0
1557077459295,165,0.0
1557077459345,166,0.0
1557077459395,167,0.0
1557077459445,168,0.0
1557077459495,169,0.0
1557077459545,170,0.0
1557077459595,171,0.0
1557077459645,172,0.0
1557077459695,173,0.0
1557077459745,174,0.0
1557077459795,175,0.0
1557077459845,176,0.0
1557077459895,177,0.0
1557077459945,178,0.0
1557077459995,179,0.0
1557077460045,180,-0.523598775598
1557077460095,181,-0.523598775598
1557077460145,182,-0.523598775598
1557077460195,183,-0.523598775598
1557077460245,184,0.0
1557077460295,185,0.0
1557077460345,186,0.0
1557077460395,187,0.0
1557077460445,188,0.0
1557077460495,189,0.523598775598
1557077460545,190,0.523598775598
1557077460595,191,0.523598775598
1557077460645,192,0.523598775598
1557077460695,193,0.0
1557077460745,194,0.0
1557077460795,195,0.0
1557077460845,196,0.0
1557077460895,197,0.0
1557077460945,198,0.0
1557077460995,199,0.0
1557077461045,200,0.0
1557077461095,201,0.0
1557077461145,202,0.0
1557077461195,203,0.0
1557077461245,204,0.0
1557077461295,205,0.0
1557077461345,206,0.0
1557077461395,207,0.0
1557077461445,208,0.0
1557077461495,209,0.0
1557077461545,210,0.0
1557077461595,211,0.0
1557077461645,212,0.0
1557077461695,213,0.0
1557077461745,214,0.0
1557077461795,215,0.0
1557077461845,216,0.0
1557077461895,217,0.0
1557077461945,218,0.0
1557077461995,219,0.0
1557077462045,220,0.0
1557077462095,221,0.0
1557077462145,222,0.0
1557077462195,223,0.0
1557077462245,224,0.0
1557077462295,225,0.0
1557077462345,226,0.0
1557077462395,227,0.0
1557077462445,228,0.0
1557077462495,229,0.0
1557077462545,230,0.0
1557077462595,231,0.0
1557077462645,232,0.0
1557077462695,233,0.0
1557077462745,234,0.0
1557077462795,235,0.0
1557077462845,236,0.0
1557077462895,237,0.0
1557077462945,238,0.0
1557077462995,239,0.0
1557077463045,240,0.0
1557077463095,241,0.0
1557077463145,242,0.0
1557077463195,243,0.0
1557077463245,244,0.0
1557077463295,245,0.0
1557077463345,246,0.0
1557077463395,247,0.0
1557077463445,248,0.0
1557077463495,249,0.0
1557077463545,250,0.0
1557077463595,251,0.0
1557077463645,252,0.0
1557077463695,253,0.0
1557077463745,254,0.0
1557077463795,255,0.0
1557077463845,256,0.0
1557077463895,257,0.0
1557077463945,258,0.0
1557077463995,259,0.0
1557077464045,260,0.0
1557077464095,261,0.0
1557077464145,262,0.0
1557077464195,263,0.0
1557077464245,264,0.0
1557077464295,265,0.0
1557077464345,266,-0.523598775598
1557077464395,267,-0.523598775598
1557077464445,268,-0.523598775598
1557077464495,269,-0.523598775598
1557077464545,270,0.0
1557077464595,271,0.0
1557077464645,272,0.0
1557077464695,273,0.0
1557077464745,274,0.523598775598
1557077464795,275,0.523598775598
1557077464845,276,0.523598775598
1557077464895,277,0.523598775598
1557077464945,278,0.0
1557077464995,279,0.0
1557077465045,280,0.0
1557077465095,281,0.0
1557077465145,282,0.0
1557077465195,283,0.0
1557077465245,284,0.0
1557077465295,285,0.0
1557077465345,286,0.523598775598
1557077465395,287,0.523598775598
1557077465445,288,0.523598775598
1557077465495,289,0.0
1557077465545,290,0.0
1557077465595,291,0.0
1557077465645,292,0.0
1557077465695,293,0.0
1557077465745,294,0.0
1557077465795,295,0.0
1557077465845,296,0.0
1557077465895,297,0.0
1557077465945,298,0.0
1557077465995,299,0.0
1557077466045,300,0.0
1557077466095,301,0.0
1557077466145,302,0.0
1557077466195,303,0.0
1557077466245,304,0.0
1557077466295,305,0.0
1557077466345,306,0.0
1557077466395,307,0.0
1557077466445,308,0.0
1557077466495,309,0.0
1557077466545,310,0.0
1557077466595,311,0.0
1557077466645,312,0.0
1557077466695,313,0.0
1557077466745,314,0.0
1557077466795,315,0.0
1557077466845,316,0.0
1557077466895,317,0.0
1557077466945,318,0.0
1557077466995,319,0.0
1557077467045,320,0.0
1557077467095,321,0.0
1557077467145,322,0.0
1557077467195,323,0.0
1557077467245,324,0.0
1557077467295,325,0.0
1557077467345,326,0.0
1557077467395,327,0.0
1557077467445,328,-0.523598775598
1557077467495,329,-0.523598775598
1557077467545,330,-0.523598775598
1557077467595,331,0.0
1557077467645,332,0.0
1557077467695,333,0.0
1557077467747,334,0.0
1557077467795,335,0.0
1557077467847,336,0.0
1557077467895,337,0.0
1557077467947,338,0.0
1557077467995,339,0.0
1557077468047,340,0.0
1557077468095,341,0.0
1557077468148,342,0.0
1557077468195,343,0.0
1557077468248,344,0.0
1557077468295,345,0.0
1557077468348,346,0.523598775598
1557077468395,347,0.523598775598
1557077468448,348,0.0
1557077468495,349,0.0
1557077468545,350,0.0
1557077468595,351,0.0
1557077468645,352,0.0
1557077468695,353,0.0
1557077468745,354,0.523598775598
1557077468795,355,0.523598775598
1557077468845,356,0.523598775598
1557077468895,357,0.523598775598
1557077468945,358,0.523598775598
1557077468995,359,0.0
1557077469045,360,0.0
1557077469095,361,0.0
1557077469145,362,0.523598775598
1557077469195,363,0.523598775598
1557077469245,364,0.523598775598
1557077469295,365,0.523598775598
1557077469345,366,0.523598775598
1557077469395,367,0.523598775598
1557077469445,368,0.523598775598
1557077469495,369,0.523598775598
1557077469545,370,0.523598775598
1557077469595,371,0.0
1557077469645,372,0.0
1557077469695,373,0.0
1557077469745,374,0.0
1557077469795,375,0.0
1557077469845,376,0.0
1557077469895,377,0.0
1557077469945,378,0.0
1557077469995,379,0.0
1557077470045,380,0.523598775598
1557077470095,381,0.523598775598
1557077470145,382,0.523598775598
1557077470195,383,0.523598775598
1557077470245,384,0.0
1557077470295,385,0.0
1557077470345,386,0.0
1557077470395,387,0.0
1557077470445,388,0.0
1557077470495,389,0.0
1557077470545,390,0.0
1557077470595,391,0.0
1557077470645,392,0.0
1557077470695,393,0.0
1557077470745,394,0.0
1557077470795,395,0.0
1557077470845,396,0.0
1557077470895,397,0.0
1557077470945,398,0.0
1557077470995,399,0.0
1557077471045,400,0.0
1557077471095,401,0.523598775598
1557077471145,402,0.523598775598
1557077471195,403,0.523598775598
1557077471245,404,0.523598775598
1557077471295,405,0.0
1557077471345,406,0.0
1557077471395,407,0.0
1557077471445,408,0.0
1557077471495,409,0.0
1557077471545,410,0.0
1557077471595,411,0.0
1557077471645,412,0.0
1557077471695,413,0.0
1557077471745,414,0.0
1557077471795,415,0.0
1557077471845,416,0.0
1557077471895,417,0.0
1557077471945,418,0.0
1557077471995,419,0.0
1557077472045,420,0.0
1557077472095,421,0.0
1557077472145,422,0.0
1557077472195,423,0.0
1557077472245,424,0.0
1557077472295,425,0.0
1557077472345,426,0.0
1557077472395,427,0.0
1557077472445,428,0.0
1557077472495,429,-0.523598775598
1557077472545,430,-0.523598775598
1557077472595,431,-0.523598775598
1557077472645,432,-0.523598775598
1557077472695,433,-0.523598775598
1557077472745,434,0.0
1557077472795,435,0.0
1557077472845,436,0.0
1557077472895,437,0.0
1557077472945,438,0.0
1557077472995,439,0.0
1557077473045,440,0.0
1557077473095,441,0.0
1557077473145,442,0.0
1557077473195,443,0.0
1557077473245,444,0.0
1557077473295,445,0.0
1557077473345,446,0.0
1557077473395,447,0.0
1557077473445,448,0.0
1557077473495,449,0.0
1557077473545,450,0.0
1557077473595,451,0.0
1557077473645,452,0.0
1557077473695,453,0.0
1557077473745,454,0.0
1557077473795,455,0.0
1557077473845,456,0.0
1557077473895,457,-0.523598775598
1557077473945,458,-0.523598775598
1557077473995,459,-0.523598775598
1557077474045,460,-0.523598775598
1557077474095,461,-0.523598775598
1557077474145,462,0.0
1557077474195,463,0.0
1557077474245,464,0.0
1557077474295,465,0.0
1557077474345,466,0.0
1557077474395,467,0.0
1557077474445,468,0.0
1557077474495,469,0.0
1557077474545,470,0.0
1557077474595,471,0.0
1557077474645,472,0.0
1557077474695,473,0.0
1557077474745,474,0.0
1557077474795,475,0.0
1557077474845,476,0.0
1557077474895,477,0.0
1557077474945,478,0.0
1557077474995,479,0.0
1557077475045,480,0.0
1557077475095,481,0.0
1557077475145,482,0.523598775598
1557077475195,483,0.523598775598
1557077475245,484,0.523598775598
1557077475295,485,0.523598775598
1557077475345,486,0.0
1557077475395,487,0.0
1557077475445,488,0.0
1557077475495,489,0.0
1557077475545,490,0.0
1557077475595,491,0.0
1557077475645,492,0.0
1557077475695,493,0.523598775598
1557077475745,494,0.523598775598
1557077475795,495,0.523598775598
1557077475845,496,0.523598775598
1557077475895,497,0.523598775598
1557077475945,498,0.0
1557077475995,499,0.0
1557077476045,500,0.0
1557077476095,501,0.0
1557077476145,502,0.0
1557077476195,503,0.0
1557077476245,504,0.0
1557077476295,505,0.0
1557077476345,506,0.0
1557077476395,507,0.0
1557077476445,508,0.0
1557077476495,509,0.523598775598
1557077476545,510,0.523598775598
1557077476595,511,0.523598775598
1557077476645,512,0.523598775598
1557077476695,513,0.0
1557077476745,514,0.0
1557077476795,515,0.0
1557077476845,516,0.0
1557077476895,517,0.0
1557077476945,518,0.0
1557077476995,519,0.0
1557077477045,520,0.0
1557077477095,521,0.0
1557077477145,522,0.0
1557077477195,523,0.0
1557077477245,524,0.523598775598
1557077477295,525,0.523598775598
1557077477345,526,0.523598775598
1557077477395,527,0.523598775598
1557077477445,528,0.0
1557077477495,529,0.0
1557077477545,530,0.0
1557077477595,531,0.0
1557077477645,532,0.0
1557077477695,533,0.0
1557077477745,534,0.0
1557077477795,535,0.0
1557077477845,536,0.0
1557077477895,537,0.0
1557077477945,538,0.0
1557077477995,539,0.0
1557077478045,540,0.0
1557077478095,541,0.0
1557077478145,542,0.0
1557077478195,543,0.0
1557077478245,544,0.0
1557077478295,545,0.0
1557077478345,546,0.0
1557077478395,547,0.0
1557077478445,548,0.0
1557077478495,549,0.0
1557077478545,550,0.0
1557077478595,551,0.0
1557077478645,552,0.0
1557077478695,553,0.0
1557077478745,554,0.0
1557077478795,555,0.0
1557077478845,556,0.523598775598
1557077478895,557,0.523598775598
1557077478945,558,0.523598775598
1557077478995,559,0.0
1557077479045,560,0.0
1557077479095,561,0.0
1557077479145,562,0.0
1557077479195,563,0.0
1557077479245,564,0.0
1557077479295,565,0.0
1557077479345,566,0.0
1557077479395,567,0.0
1557077479445,568,0.0
1557077479495,569,0.0
1557077479545,570,0.0
1557077479595,571,0.0
1557077479645,572,0.0
1557077479695,573,0.0
1557077479745,574,0.0
1557077479795,575,0.0
1557077479845,576,0.0
1557077479895,577,0.0
1557077479945,578,0.0
1557077479995,579,-0.523598775598
1557077480045,580,-0.523598775598
1557077480095,581,-0.523598775598
1557077480145,582,0.0
1557077480195,583,0.0
1557077480245,584,0.0
1557077480295,585,0.0
1557077480345,586,0.0
1557077480395,587,0.0
1557077480445,588,0.0
1557077480495,589,0.0
1557077480545,590,0.0
1557077480595,591,0.0
1557077480645,592,0.0
1557077480695,593,0.523598775598
1557077480745,594,0.523598775598
1557077480795,595,0.523598775598
1557077480845,596,0.0
1557077480895,597,0.0
1557077480945,598,0.0
1557077480995,599,0.0
1557077481045,600,0.0
1557077481095,601,0.0
1557077481145,602,0.0
1557077481195,603,0.0
1557077481245,604,0.0
1557077481295,605,0.0
1557077481345,606,0.0
1557077481395,607,0.0
1557077481445,608,0.0
1557077481495,609,0.0
1557077481545,610,0.0
1557077481595,611,0.0
1557077481645,612,0.0
1557077481695,613,0.0
1557077481745,614,0.0
1557077481795,615,0.0
1557077481845,616,0.0
1557077481895,617,0.0
1557077481945,618,0.0
1557077481995,619,0.0
1557077482045,620,0.0
1557077482095,621,0.0
1557077482145,622,0.0
1557077482195,623,0.0
1557077482245,624,0.0
1557077482295,625,0.0
1557077482345,626,0.0
1557077482395,627,0.0
1557077482445,628,0.0
1557077482495,629,0.0
1557077482545,630,0.0
1557077482595,631,0.0
1557077482645,632,0.0
1557077482695,633,0.0
1557077482745,634,0.0
1557077482795,635,0.0
1557077482845,636,0.0
1557077482895,637,0.0
1557077482945,638,0.0
1557077482995,639,0.0
1557077483045,640,0.0
1557077483095,641,0.0
1557077483145,642,0.0
1557077483195,643,0.0
1557077483245,644,0.0
1557077483295,645,0.0
1557077483345,646,0.0
1557077483395,647,0.0
1557077483445,648,0.0
1557077483495,649,0.0
1557077483545,650,0.0
1557077483595,651,0.0
1557077483645,652,0.0
1557077483695,653,0.0
1557077483745,654,0.0
1557077483795,655,0.0
1557077483845,656,0.0
1557077483895,657,0.0
1557077483945,658,0.0
1557077483995,659,0.0
1557077484045,660,0.0
1557077484095,661,0.0
1557077484145,662,0.0
1557077484195,663,0.0
1557077484245,664,0.0
1557077484295,665,0.0
1557077484345,666,0.0
1557077484395,667,0.0
1557077484445,668,0.0
