ts_micro,frame,wheel
1557078092951,1,0.0
1557078093001,2,0.0
1557078093051,3,0.0
1557078093102,4,0.0
1557078093152,5,0.0
1557078093202,6,0.0
1557078093252,7,0.0
1557078093302,8,0.0
1557078093352,9,0.0
1557078093401,10,0.0
1557078093451,11,0.0
1557078093502,12,0.0
1557078093552,13,0.0
1557078093601,14,0.0
1557078093652,15,0.523598775598
1557078093701,16,0.523598775598
1557078093751,17,0.0
1557078093802,18,0.0
1557078093852,19,0.0
1557078093901,20,0.0
1557078093952,21,0.0
1557078094001,22,0.0
1557078094051,23,0.0
1557078094101,24,0.0
1557078094152,25,0.0
1557078094202,26,0.0
1557078094252,27,0.0
1557078094301,28,0.0
1557078094352,29,0.0
1557078094401,30,0.0
1557078094451,31,0.0
1557078094501,32,0.0
1557078094551,33,0.0
1557078094601,34,0.0
1557078094651,35,0.0
1557078094701,36,0.0
1557078094751,37,0.0
1557078094802,38,0.0
1557078094851,39,0.0
1557078094901,40,0.0
1557078094951,41,0.0
1557078095002,42,0.0
1557078095051,43,0.0
1557078095101,44,0.0
1557078095152,45,-0.523598775598
1557078095201,46,-0.523598775598
1557078095251,47,-0.523598775598
1557078095301,48,-0.523598775598
1557078095351,49,0.0
1557078095401,50,0.0
1557078095451,51,0.0
1557078095501,52,0.0
1557078095551,53,0.0
1557078095601,54,0.0
1557078095651,55,0.0
1557078095701,56,0.0
1557078095751,57,0.0
1557078095801,58,0.0
1557078095851,59,0.0
1557078095901,60,0.0
1557078095951,61,0.0
1557078096001,62,0.0
1557078096051,63,0.0
1557078096101,64,0.0
1557078096151,65,0.0
1557078096201,66,0.0
1557078096251,67,0.523598775598
1557078096301,68,0.523598775598
1557078096351,69,0.523598775598
1557078096401,70,0.523598775598
1557078096451,71,0.0
1557078096501,72,0.0
1557078096551,73,0.0
1557078096601,74,0.0
1557078096651,75,0.0
1557078096701,76,0.0
1557078096751,77,0.0
1557078096801,78,0.0
1557078096851,79,0.0
1557078096901,80,0.0
1557078096951,81,0.0
1557078097001,82,0.0
1557078097051,83,0.0
1557078097101,84,0.0
1557078097151,85,0.0
1557078097201,86,0.0
1557078097251,87,0.0
1557078097301,88,0.0
1557078097351,89,0.0
1557078097401,90,0.0
1557078097451,91,0.523598775598
1557078097501,92,0.523598775598
1557078097551,93,0.523598775598
1557078097601,94,0.0
1557078097651,95,0.0
1557078097701,96,0.0
1557078097751,97,0.0
1557078097801,98,0.0
1557078097851,99,0.0
1557078097901,100,0.0
1557078097951,101,0.0
1557078098001,102,0.0
1557078098051,103,0.0
1557078098101,104,0.0
1557078098151,105,0.0
1557078098201,106,0.0
1557078098251,107,0.0
1557078098301,108,0.0
1557078098351,109,0.0
1557078098401,110,0.0
1557078098451,111,0.0
1557078098501,112,0.0
1557078098551,113,0.0
1557078098601,114,0.0
1557078098651,115,0.0
1557078098701,116,0.0
1557078098751,117,0.0
1557078098801,118,0.0
1557078098851,119,0.0
1557078098901,120,0.0
1557078098951,121,0.0
1557078099001,122,-0.523598775598
1557078099051,123,-0.523598775598
1557078099101,124,-0.523598775598
1557078099151,125,0.0
1557078099201,126,0.0
1557078099251,127,0.0
1557078099301,128,0.0
1557078099351,129,0.0
1557078099401,130,0.0
1557078099451,131,0.0
1557078099501,132,0.0
1557078099551,133,0.0
1557078099601,134,0.0
1557078099651,135,0.523598775598
1557078099701,136,0.523598775598
1557078099751,137,0.523598775598
1557078099801,138,0.0
1557078099851,139,0.0
1557078099901,140,0.0
1557078099951,141,0.0
1557078100001,142,0.0
1557078100052,143,0.0
1557078100101,144,0.0
1557078100151,145,0.0
