ts_micro,frame,wheel
1557076271545,1,0.0
1557076271616,2,0.0
1557076271645,3,0.0
1557076271695,4,0.0
1557076271745,5,0.0
1557076271795,6,0.0
1557076271845,7,0.0
1557076271895,8,0.0
1557076271945,9,0.0
1557076271995,10,0.0
1557076272045,11,0.0
1557076272095,12,0.0
1557076272145,13,0.0
1557076272195,14,0.0
1557076272245,15,0.0
1557076272295,16,0.0
1557076272345,17,0.0
1557076272395,18,0.0
1557076272445,19,0.0
1557076272495,20,0.0
1557076272545,21,0.0
1557076272595,22,0.0
1557076272645,23,0.0
1557076272695,24,0.0
1557076272745,25,0.0
1557076272795,26,0.0
1557076272845,27,0.0
1557076272895,28,0.0
1557076272945,29,0.0
1557076272995,30,0.0
1557076273045,31,0.0
1557076273095,32,0.0
1557076273145,33,0.0
1557076273195,34,0.0
1557076273245,35,0.0
1557076273295,36,0.0
1557076273345,37,0.0
1557076273395,38,0.0
1557076273445,39,0.0
1557076273495,40,0.0
1557076273545,41,0.0
1557076273595,42,0.0
1557076273645,43,0.0
1557076273695,44,0.0
1557076273745,45,0.0
1557076273795,46,0.0
1557076273845,47,0.0
1557076273895,48,0.0
1557076273945,49,0.0
1557076273995,50,0.0
1557076274045,51,0.0
1557076274095,52,0.0
1557076274145,53,0.523598775598
1557076274195,54,0.523598775598
1557076274245,55,0.523598775598
1557076274295,56,0.523598775598
1557076274345,57,0.523598775598
1557076274395,58,0.523598775598
1557076274445,59,0.523598775598
1557076274495,60,0.0
1557076274545,61,0.0
1557076274595,62,0.0
1557076274645,63,0.0
1557076274695,64,0.0
1557076274745,65,0.0
1557076274795,66,0.0
1557076274845,67,0.0
1557076274895,68,0.0
1557076274945,69,0.0
1557076274995,70,0.0
1557076275045,71,0.0
1557076275095,72,0.0
1557076275145,73,0.0
1557076275195,74,0.0
1557076275245,75,0.0
1557076275295,76,0.0
1557076275345,77,0.0
1557076275395,78,0.0
1557076275445,79,0.0
1557076275495,80,0.0
1557076275545,81,0.0
1557076275595,82,0.0
1557076275645,83,0.0
1557076275695,84,0.0
1557076275745,85,0.0
1557076275795,86,0.0
1557076275845,87,0.0
1557076275895,88,0.0
1557076275945,89,0.0
1557076275995,90,0.0
1557076276045,91,0.0
1557076276095,92,0.0
1557076276145,93,-0.523598775598
1557076276195,94,-0.523598775598
1557076276245,95,-0.523598775598
1557076276295,96,0.0
1557076276345,97,0.0
1557076276395,98,0.0
1557076276445,99,0.0
1557076276495,100,0.0
1557076276545,101,0.0
1557076276595,102,0.523598775598
1557076276645,103,0.523598775598
1557076276695,104,0.523598775598
1557076276745,105,0.523598775598
1557076276795,106,0.523598775598
1557076276845,107,0.523598775598
1557076276895,108,0.0
1557076276945,109,0.0
1557076276995,110,0.0
1557076277045,111,0.0
1557076277095,112,0.0
1557076277145,113,0.0
1557076277195,114,0.0
1557076277245,115,0.0
1557076277295,116,0.0
1557076277345,117,0.0
1557076277395,118,0.0
1557076277445,119,0.0
1557076277495,120,0.0
1557076277545,121,0.0
1557076277595,122,0.0
1557076277645,123,0.0
1557076277695,124,0.0
1557076277745,125,0.0
1557076277795,126,0.0
1557076277845,127,0.0
1557076277895,128,0.0
1557076277945,129,0.0
1557076277995,130,0.0
1557076278045,131,0.0
1557076278095,132,0.0
1557076278145,133,0.0
1557076278195,134,0.0
1557076278245,135,0.0
1557076278295,136,0.523598775598
1557076278345,137,0.523598775598
1557076278395,138,0.523598775598
1557076278445,139,0.0
1557076278495,140,0.0
1557076278545,141,0.0
1557076278595,142,0.0
1557076278645,143,0.0
1557076278695,144,0.0
1557076278745,145,0.0
1557076278795,146,0.0
1557076278845,147,0.0
1557076278895,148,0.0
1557076278945,149,0.0
1557076278995,150,0.0
1557076279045,151,0.0
1557076279095,152,0.0
1557076279145,153,0.0
1557076279195,154,0.0
1557076279245,155,0.0
1557076279295,156,0.0
1557076279345,157,0.0
1557076279395,158,0.0
1557076279445,159,0.0
1557076279495,160,0.0
1557076279545,161,0.0
1557076279595,162,0.0
1557076279645,163,0.0
