ts_micro,frame,wheel
1557078289801,1,0.0
1557078289851,2,0.0
1557078289901,3,0.0
1557078289951,4,0.0
1557078290001,5,0.0
1557078290051,6,0.0
1557078290101,7,0.0
1557078290151,8,0.0
1557078290201,9,0.0
1557078290251,10,0.0
1557078290301,11,0.523598775598
1557078290351,12,0.523598775598
1557078290401,13,0.523598775598
1557078290451,14,0.523598775598
1557078290501,15,0.523598775598
1557078290551,16,0.523598775598
1557078290601,17,0.0
1557078290651,18,0.0
1557078290701,19,0.0
1557078290751,20,0.0
1557078290801,21,0.0
1557078290851,22,0.0
1557078290901,23,0.0
1557078290951,24,0.0
1557078291001,25,0.0
1557078291051,26,0.0
1557078291101,27,0.0
1557078291151,28,0.0
1557078291201,29,0.0
1557078291251,30,0.0
1557078291301,31,0.0
1557078291351,32,0.0
1557078291401,33,0.0
1557078291451,34,0.0
1557078291501,35,0.0
1557078291551,36,0.0
1557078291601,37,0.0
1557078291651,38,-0.523598775598
1557078291701,39,-0.523598775598
1557078291751,40,-0.523598775598
1557078291801,41,0.0
1557078291851,42,0.0
1557078291901,43,0.0
1557078291951,44,0.0
1557078292001,45,0.0
1557078292051,46,0.0
1557078292101,47,0.523598775598
1557078292151,48,0.523598775598
1557078292201,49,0.0
1557078292251,50,0.0
1557078292301,51,0.0
1557078292351,52,0.0
1557078292401,53,0.0
1557078292451,54,0.0
1557078292501,55,0.0
1557078292551,56,0.0
1557078292601,57,0.0
1557078292651,58,0.0
1557078292701,59,0.0
1557078292751,60,0.0
1557078292801,61,-0.523598775598
1557078292851,62,-0.523598775598
1557078292901,63,-0.523598775598
1557078292951,64,0.0
1557078293001,65,0.0
1557078293051,66,0.0
1557078293101,67,0.0
1557078293151,68,0.0
1557078293201,69,0.0
1557078293251,70,0.0
1557078293301,71,0.0
1557078293351,72,0.0
1557078293401,73,0.0
1557078293451,74,0.0
1557078293501,75,0.0
1557078293551,76,0.0
1557078293601,77,0.0
1557078293651,78,0.0
1557078293701,79,0.0
1557078293751,80,0.0
1557078293801,81,0.0
1557078293851,82,0.0
1557078293901,83,0.523598775598
1557078293951,84,0.523598775598
1557078294001,85,0.523598775598
1557078294051,86,0.523598775598
1557078294101,87,0.0
1557078294151,88,0.0
1557078294201,89,0.0
1557078294251,90,0.0
1557078294301,91,0.0
1557078294351,92,0.0
1557078294401,93,0.0
1557078294451,94,0.0
1557078294501,95,0.0
1557078294551,96,0.0
1557078294601,97,0.0
1557078294651,98,0.0
1557078294701,99,0.0
1557078294751,100,0.0
1557078294801,101,0.0
1557078294851,102,0.0
1557078294901,103,0.0
1557078294951,104,0.0
1557078295001,105,0.0
1557078295051,106,0.0
1557078295101,107,0.523598775598
1557078295151,108,0.523598775598
1557078295201,109,0.523598775598
1557078295251,110,0.0
1557078295301,111,0.0
1557078295351,112,0.0
1557078295401,113,0.0
